SA22023_V1_00_usual_residence_address,SA22023_V1_00_NAME_usual_residence_address,SA22023_V1_00_NAME_ASCII_usual_residence_address,SA22023_V1_00_workplace_address,SA22023_V1_00_NAME_workplace_address,SA22023_V1_00_NAME_ASCII_workplace_address,2018_Work_at_home,2018_Drive_a_private_car_truck_or_van,2018_Drive_a_company_car_truck_or_van,2018_Passenger_in_a_car_truck_van_or_company_bus,2018_Public_bus,2018_Train,2018_Bicycle,2018_Walk_or_jog,2018_Ferry,2018_Other,2018_Total_stated,2023_Work_at_home,2023_Drive_a_private_car_truck_or_van,2023_Drive_a_company_car_truck_or_van,2023_Passenger_in_a_car_truck_van_or_company_bus,2023_Public_bus,2023_Train,2023_Bicycle,2023_Walk_or_jog,2023_Ferry,2023_Other,2023_Total_stated
209401,Frimley,Frimley,213700,Taradale Central,Taradale Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209401,Frimley,Frimley,214300,Napier Central,Napier Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,30,12,-999,-999,-999,-999,-999,-999,-999,42
209401,Frimley,Frimley,215401,Meeanee-Awatoto,Meeanee-Awatoto,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12
209500,Camberley,Camberley,208301,Puketapu-Eskdale,Puketapu-Eskdale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209500,Camberley,Camberley,208401,Omahu-Pakowhai,Omahu-Pakowhai,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209500,Camberley,Camberley,208500,Bridge Pa,Bridge Pa,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209500,Camberley,Camberley,208601,Twyford,Twyford,-999,27,-999,9,-999,-999,-999,-999,-999,-999,39,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209500,Camberley,Camberley,208901,Omahu Strip,Omahu Strip,-999,69,9,-999,-999,-999,-999,-999,-999,-999,90,-999,75,18,6,-999,-999,-999,9,-999,-999,111
209500,Camberley,Camberley,209100,Flaxmere Park,Flaxmere Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
209500,Camberley,Camberley,209201,Flaxmere South,Flaxmere South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209500,Camberley,Camberley,209301,Irongate,Irongate,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,18,6,-999,-999,-999,-999,-999,-999,-999,30
209500,Camberley,Camberley,209401,Frimley,Frimley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209500,Camberley,Camberley,209500,Camberley,Camberley,63,21,-999,-999,-999,-999,-999,9,-999,-999,93,75,30,-999,-999,-999,-999,-999,12,-999,-999,123
209500,Camberley,Camberley,209700,St Leonards,St Leonards,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27
209500,Camberley,Camberley,209800,Mahora,Mahora,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209500,Camberley,Camberley,210100,Tomoana,Tomoana,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
209500,Camberley,Camberley,210201,Longlands-Pukahu,Longlands-Pukahu,-999,30,-999,6,-999,-999,-999,-999,-999,-999,39,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27
209500,Camberley,Camberley,210400,Karamu,Karamu,-999,39,-999,6,-999,-999,-999,-999,-999,-999,54,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,51
209500,Camberley,Camberley,210500,Hastings Central,Hastings Central,-999,48,-999,-999,-999,-999,-999,-999,-999,-999,60,-999,72,6,-999,-999,-999,-999,-999,-999,-999,87
209500,Camberley,Camberley,210700,Akina Park,Akina Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
209500,Camberley,Camberley,211201,Mangateretere,Mangateretere,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209500,Camberley,Camberley,211500,Karanema-St Hill,Karanema-St Hill,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
209500,Camberley,Camberley,211600,Havelock North-Central,Havelock North-Central,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
209500,Camberley,Camberley,211900,Hereworth,Hereworth,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209500,Camberley,Camberley,212800,Onekawa West,Onekawa West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,15,9,-999,-999,-999,-999,-999,-999,-999,27
209500,Camberley,Camberley,213200,Taradale South,Taradale South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209500,Camberley,Camberley,214300,Napier Central,Napier Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209500,Camberley,Camberley,215600,Makaretu,Makaretu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,208301,Puketapu-Eskdale,Puketapu-Eskdale,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209601,Clive,Clive,208401,Omahu-Pakowhai,Omahu-Pakowhai,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
209601,Clive,Clive,208500,Bridge Pa,Bridge Pa,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209601,Clive,Clive,208601,Twyford,Twyford,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209601,Clive,Clive,208901,Omahu Strip,Omahu Strip,-999,24,12,-999,-999,-999,-999,-999,-999,-999,42,-999,27,12,-999,-999,-999,-999,-999,-999,-999,39
209601,Clive,Clive,209301,Irongate,Irongate,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209601,Clive,Clive,209401,Frimley,Frimley,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,209500,Camberley,Camberley,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,-999,45,-999,-999,-999,-999,-999,-999,-999,-999,51
209601,Clive,Clive,209601,Clive,Clive,117,30,9,-999,-999,-999,-999,12,-999,-999,174,159,24,6,-999,-999,-999,-999,12,-999,-999,198
209601,Clive,Clive,209700,St Leonards,St Leonards,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,210100,Tomoana,Tomoana,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
209601,Clive,Clive,210201,Longlands-Pukahu,Longlands-Pukahu,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,6,6,-999,-999,-999,-999,-999,-999,-999,15
209601,Clive,Clive,210500,Hastings Central,Hastings Central,-999,63,9,-999,-999,-999,-999,-999,-999,-999,78,-999,72,12,-999,-999,-999,-999,-999,-999,-999,96
209601,Clive,Clive,210700,Akina Park,Akina Park,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209601,Clive,Clive,210900,Mayfair,Mayfair,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,211201,Mangateretere,Mangateretere,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
209601,Clive,Clive,211500,Karanema-St Hill,Karanema-St Hill,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
209601,Clive,Clive,211600,Havelock North-Central,Havelock North-Central,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
209601,Clive,Clive,211800,Iona,Iona,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,212201,Kahuranaki,Kahuranaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209601,Clive,Clive,212301,Bay View (Napier City),Bay View (Napier City),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209601,Clive,Clive,212800,Onekawa West,Onekawa West,-999,30,15,-999,-999,-999,-999,-999,-999,-999,45,-999,45,21,-999,-999,-999,-999,-999,-999,-999,69
209601,Clive,Clive,212900,Ahuriri,Ahuriri,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
209601,Clive,Clive,213200,Taradale South,Taradale South,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209601,Clive,Clive,213300,Bluff Hill,Bluff Hill,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15
209601,Clive,Clive,213700,Taradale Central,Taradale Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,214300,Napier Central,Napier Central,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,48,-999,51,9,-999,-999,-999,-999,-999,-999,-999,66
209601,Clive,Clive,214400,Greenmeadows South,Greenmeadows South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,215000,Marewa East,Marewa East,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,215200,McLean Park,McLean Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209601,Clive,Clive,215401,Meeanee-Awatoto,Meeanee-Awatoto,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209601,Clive,Clive,215600,Makaretu,Makaretu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209700,St Leonards,St Leonards,208100,Sherenden-Crownthorpe,Sherenden-Crownthorpe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209700,St Leonards,St Leonards,208301,Puketapu-Eskdale,Puketapu-Eskdale,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209700,St Leonards,St Leonards,208401,Omahu-Pakowhai,Omahu-Pakowhai,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209700,St Leonards,St Leonards,208500,Bridge Pa,Bridge Pa,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,27,12,6,-999,-999,-999,-999,-999,-999,51
209700,St Leonards,St Leonards,208601,Twyford,Twyford,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
209700,St Leonards,St Leonards,208700,Poukawa,Poukawa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209700,St Leonards,St Leonards,208901,Omahu Strip,Omahu Strip,-999,81,15,6,9,-999,-999,-999,-999,-999,120,-999,72,15,-999,-999,-999,-999,-999,-999,-999,96
209700,St Leonards,St Leonards,209100,Flaxmere Park,Flaxmere Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209700,St Leonards,St Leonards,209301,Irongate,Irongate,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33
209700,St Leonards,St Leonards,209401,Frimley,Frimley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
209700,St Leonards,St Leonards,209500,Camberley,Camberley,-999,24,-999,-999,-999,-999,-999,6,-999,-999,36,-999,72,-999,-999,-999,-999,12,12,-999,-999,99
209700,St Leonards,St Leonards,209601,Clive,Clive,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
209700,St Leonards,St Leonards,209700,St Leonards,St Leonards,105,30,-999,-999,-999,-999,-999,15,-999,-999,159,153,33,9,-999,-999,-999,-999,21,-999,-999,219
209700,St Leonards,St Leonards,209800,Mahora,Mahora,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
209700,St Leonards,St Leonards,209901,Raureka,Raureka,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209700,St Leonards,St Leonards,210000,Cornwall Park,Cornwall Park,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209700,St Leonards,St Leonards,210100,Tomoana,Tomoana,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
209700,St Leonards,St Leonards,210201,Longlands-Pukahu,Longlands-Pukahu,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
209700,St Leonards,St Leonards,210300,Raceway Park,Raceway Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
209700,St Leonards,St Leonards,210400,Karamu,Karamu,-999,87,-999,6,-999,-999,-999,-999,-999,-999,105,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,45
209700,St Leonards,St Leonards,210500,Hastings Central,Hastings Central,-999,117,18,12,-999,-999,9,33,-999,-999,189,-999,117,24,15,-999,-999,6,36,-999,-999,198
209700,St Leonards,St Leonards,210600,Tomoana Crossing,Tomoana Crossing,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
209700,St Leonards,St Leonards,210700,Akina Park,Akina Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
209700,St Leonards,St Leonards,210900,Mayfair,Mayfair,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209700,St Leonards,St Leonards,211201,Mangateretere,Mangateretere,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,6
209700,St Leonards,St Leonards,211500,Karanema-St Hill,Karanema-St Hill,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18
209700,St Leonards,St Leonards,211600,Havelock North-Central,Havelock North-Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30
209700,St Leonards,St Leonards,212201,Kahuranaki,Kahuranaki,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
209700,St Leonards,St Leonards,212800,Onekawa West,Onekawa West,-999,15,12,-999,-999,-999,-999,-999,-999,-999,27,-999,21,6,-999,-999,-999,-999,-999,-999,-999,30
209700,St Leonards,St Leonards,212900,Ahuriri,Ahuriri,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209700,St Leonards,St Leonards,213200,Taradale South,Taradale South,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
209700,St Leonards,St Leonards,214300,Napier Central,Napier Central,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33
209700,St Leonards,St Leonards,215401,Meeanee-Awatoto,Meeanee-Awatoto,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,9
209800,Mahora,Mahora,208301,Puketapu-Eskdale,Puketapu-Eskdale,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209800,Mahora,Mahora,208401,Omahu-Pakowhai,Omahu-Pakowhai,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209800,Mahora,Mahora,208500,Bridge Pa,Bridge Pa,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
209800,Mahora,Mahora,208601,Twyford,Twyford,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
209800,Mahora,Mahora,208901,Omahu Strip,Omahu Strip,-999,63,24,-999,-999,-999,6,-999,-999,-999,99,-999,72,24,-999,-999,-999,-999,-999,-999,-999,108
209800,Mahora,Mahora,209100,Flaxmere Park,Flaxmere Park,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209800,Mahora,Mahora,209301,Irongate,Irongate,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24
209800,Mahora,Mahora,209401,Frimley,Frimley,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33
209800,Mahora,Mahora,209500,Camberley,Camberley,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33,-999,69,-999,-999,-999,-999,-999,-999,-999,-999,84
209800,Mahora,Mahora,209700,St Leonards,St Leonards,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27
209800,Mahora,Mahora,209800,Mahora,Mahora,117,15,-999,-999,-999,-999,-999,-999,-999,-999,138,159,12,-999,-999,-999,-999,-999,-999,-999,-999,183
209800,Mahora,Mahora,209901,Raureka,Raureka,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209800,Mahora,Mahora,210000,Cornwall Park,Cornwall Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209800,Mahora,Mahora,210100,Tomoana,Tomoana,-999,18,6,6,-999,-999,-999,-999,-999,-999,36,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
209800,Mahora,Mahora,210201,Longlands-Pukahu,Longlands-Pukahu,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15
209800,Mahora,Mahora,210300,Raceway Park,Raceway Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209800,Mahora,Mahora,210400,Karamu,Karamu,-999,39,-999,-999,-999,-999,-999,-999,-999,-999,42,-999,42,9,6,-999,-999,-999,-999,-999,-999,60
209800,Mahora,Mahora,210500,Hastings Central,Hastings Central,-999,126,18,9,-999,-999,9,-999,-999,-999,171,-999,174,27,15,-999,-999,12,-999,-999,-999,237
209800,Mahora,Mahora,210600,Tomoana Crossing,Tomoana Crossing,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
209800,Mahora,Mahora,210700,Akina Park,Akina Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
209800,Mahora,Mahora,210900,Mayfair,Mayfair,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
209800,Mahora,Mahora,211000,Parkhaven,Parkhaven,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209800,Mahora,Mahora,211100,Parkvale,Parkvale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209800,Mahora,Mahora,211201,Mangateretere,Mangateretere,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
209800,Mahora,Mahora,211500,Karanema-St Hill,Karanema-St Hill,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209800,Mahora,Mahora,211600,Havelock North-Central,Havelock North-Central,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,24,12,-999,-999,-999,-999,-999,-999,-999,42
209800,Mahora,Mahora,212000,Te Mata Hills,Te Mata Hills,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209800,Mahora,Mahora,212100,Havelock Hills,Havelock Hills,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209800,Mahora,Mahora,212800,Onekawa West,Onekawa West,-999,18,12,-999,-999,-999,-999,-999,-999,-999,30,-999,30,15,-999,-999,-999,-999,-999,-999,-999,45
209800,Mahora,Mahora,212900,Ahuriri,Ahuriri,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15
209800,Mahora,Mahora,213200,Taradale South,Taradale South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
209800,Mahora,Mahora,213700,Taradale Central,Taradale Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209800,Mahora,Mahora,214300,Napier Central,Napier Central,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,27,9,-999,-999,-999,-999,-999,-999,-999,39
209800,Mahora,Mahora,215401,Meeanee-Awatoto,Meeanee-Awatoto,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
209901,Raureka,Raureka,208200,Maraekakaho,Maraekakaho,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209901,Raureka,Raureka,208301,Puketapu-Eskdale,Puketapu-Eskdale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
209901,Raureka,Raureka,208401,Omahu-Pakowhai,Omahu-Pakowhai,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209901,Raureka,Raureka,208500,Bridge Pa,Bridge Pa,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24
209901,Raureka,Raureka,208601,Twyford,Twyford,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,18,9,-999,-999,-999,-999,-999,-999,-999,33
209901,Raureka,Raureka,208700,Poukawa,Poukawa,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
209901,Raureka,Raureka,208901,Omahu Strip,Omahu Strip,-999,75,18,15,-999,-999,-999,-999,-999,-999,111,-999,108,15,-999,-999,-999,-999,-999,-999,-999,135
209901,Raureka,Raureka,209100,Flaxmere Park,Flaxmere Park,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
209901,Raureka,Raureka,209301,Irongate,Irongate,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33
209901,Raureka,Raureka,209401,Frimley,Frimley,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
209901,Raureka,Raureka,209500,Camberley,Camberley,-999,33,-999,-999,-999,-999,-999,12,-999,-999,57,-999,72,-999,-999,-999,-999,-999,-999,-999,-999,87
209901,Raureka,Raureka,209601,Clive,Clive,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
209901,Raureka,Raureka,209700,St Leonards,St Leonards,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,36,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,36
209901,Raureka,Raureka,209800,Mahora,Mahora,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
209901,Raureka,Raureka,209901,Raureka,Raureka,105,12,-999,-999,-999,-999,-999,9,-999,-999,126,120,12,-999,-999,-999,-999,-999,-999,-999,-999,141
209901,Raureka,Raureka,210000,Cornwall Park,Cornwall Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
209901,Raureka,Raureka,210100,Tomoana,Tomoana,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,39
209901,Raureka,Raureka,210201,Longlands-Pukahu,Longlands-Pukahu,-999,30,-999,6,-999,-999,-999,-999,-999,-999,42,-999,24,6,-999,-999,-999,-999,-999,-999,-999,36
209901,Raureka,Raureka,210300,Raceway Park,Raceway Park,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
